Month,trades,net_pnl_usdt,gross_profit_usdt,gross_loss_usdt,profit_factor,win_rate_pct,avg_trade_usdt,median_trade_usdt,best_trade_usdt,worst_trade_usdt
2024-11,12.0,2.5699999999999967,13.53,-10.959999999999999,1.2344890510948905,50.0,0.2141666666666664,0.025,9.44,-7.43
2024-12,8.0,-5.25,5.85,-11.1,0.527027027027027,25.0,-0.65625,-0.26,5.56,-6.85
2025-01,12.0,6.389999999999999,16.2,-9.809999999999999,1.651376146788991,33.33333333333333,0.5324999999999999,-0.09000000000000001,13.33,-5.74
2025-02,2.0,1.7000000000000002,1.7000000000000002,0.0,inf,100.0,0.8500000000000001,0.8500000000000001,1.62,0.08
2025-03,4.0,3.29,7.55,-4.26,1.7723004694835682,50.0,0.8225,0.08,7.18,-4.05
2025-04,6.0,46.93,54.69,-7.76,7.047680412371134,33.33333333333333,7.821666666666666,-0.09000000000000001,53.55,-7.2
2025-05,8.0,2.380000000000001,3.72,-1.34,2.7761194029850746,50.0,0.2975000000000001,0.020000000000000004,2.2,-0.71
2025-07,8.0,70.34,78.92000000000002,-8.58,9.1981351981352,75.0,8.7925,1.29,57.2,-8.15
2025-08,4.0,7.440000000000001,15.33,-7.89,1.9429657794676807,50.0,1.8600000000000003,0.19,14.56,-7.5
2025-09,10.0,-16.020000000000003,7.17,-23.189999999999998,0.3091849935316947,20.0,-1.6020000000000003,-0.515,6.81,-9.98
2025-10,8.0,52.9,70.17,-17.270000000000003,4.063115228720323,50.0,6.6125,0.07499999999999998,59.57,-10.33
2025-11,4.0,-3.0800000000000005,8.57,-11.65,0.7356223175965665,50.0,-0.7700000000000001,1.51,4.97,-11.07
2025-12,4.0,16.98,16.98,0.0,inf,100.0,4.245,4.245,8.07,0.42
2026-01,10.0,-4.8100000000000005,6.9,-11.71,0.5892399658411613,20.0,-0.48100000000000004,-0.585,4.0,-4.87
2026-02,12.0,60.31999999999999,70.22999999999999,-9.91,7.086781029263369,66.66666666666666,5.026666666666666,2.34,27.02,-3.25
2026-03,6.0,12.2,22.450000000000003,-10.25,2.1902439024390246,33.33333333333333,2.033333333333333,-0.29500000000000004,11.71,-5.6
2026-04,2.0,-13.780000000000001,0.0,-13.780000000000001,0.0,0.0,-6.890000000000001,-6.890000000000001,-5.79,-7.99
2026-05,4.0,6.11,16.2,-10.09,1.6055500495540138,50.0,1.5275,2.185,11.33,-9.59
2026-06,12.0,65.42999999999999,87.58,-22.15,3.9539503386004515,50.0,5.4525,-0.2699999999999999,38.27,-4.89
